LU,YR_BUILT,GROSS_TAX
RL,0,15825
R1,1890,288096
CM,1890,0
CD,1890,309894
CD,1890,329910
R2,1890,231084
RL,2015,580584
A,2016,557360
RL,0,1256213
RC,1900,2372849
RL,0,101342
E,0,0
RL,0,2620
R2,1890,261371
RL,0,29763
R1,1970,291554
R1,1970,291554
R1,1890,251939
RL,0,33641
CM,2007,0
CD,2007,332426
CD,2007,330435
CD,2007,330435
A,1890,252495
A,1890,223821
R3,1890,487320
EA,2003,0
EA,2003,0
EA,2003,0
EA,2003,0
E,1994,0
E,0,0
E,0,0
E,1995,0
E,0,0
R3,1890,426012
R2,1890,370992
R3,1890,446658
R1,1900,374346
R2,1890,327605
RL,0,11423
RL,0,12995
R2,1890,429890
E,0,0
R2,1890,497486
RL,0,33012
R1,1970,216412
R1,1970,282436
R1,1970,282436
R1,1970,282436
R2,1920,354643
R2,1920,424021
R3,1886,586566
R2,2001,508385
R3,1890,424021
R3,1890,460387
R3,1890,530707
R3,1890,383883
R3,1890,586356
R3,1890,376547
RL,0,107106
R1,1900,393420
R1,1900,336408
E,0,0
R1,1900,396668
R2,1900,354119
R1,1910,427480
RL,0,8174
R3,1910,476945
R3,1910,448859
R3,1905,530917
R2,1895,411969
E,0,0
E,0,0
E,0,0
A,1899,690108
R2,1890,271851
E,0,0
E,0,0
R3,1892,393629
E,1899,0
E,0,0
E,0,0
R3,1900,359778
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,1930,0
RC,1910,151576
RC,1910,145098
RC,1910,166620
A,1910,925349
E,0,0
E,0,0
RC,1910,1162366
A,1899,1392792
RC,1899,486054
RL,0,339513
RL,0,17292
R1,1925,328548
R2,1890,328653
R1,1890,369525
RL,0,12995
R2,1890,347098
R3,1890,411550
R2,1885,306750
A,1910,1814749
R1,1890,392791
R2,1890,390590
RL,0,28925
R3,1885,372145
RL,0,22322
R3,1885,473591
R2,1844,460806
RL,0,28925
RL,0,19702
R1,1900,320793
R1,1900,326347
R3,1880,435130
R2,1880,369840
E,0,0
CM,1880,0
CD,1880,285056
CD,1880,271747
R1,1885,375184
A,1900,250995
A,1900,280646
A,1900,303616
R3,1890,594530
R1,1885,359255
R1,1925,259485
RL,0,30706
R1,1925,269127
R3,1890,394153
R2,1880,291344
R2,1880,438902
R2,1880,199749
R1,1890,420458
R3,1890,388598
R2,1890,367429
R2,1890,387760
R1,1890,416161
R2,1890,358312
R1,1890,428946
R3,1890,464159
R3,1890,339343
R4,1890,569588
A,1900,1754876
RL,0,18759
A,1910,552624
E,0,0
E,0,0
R1,1887,220290
R1,1880,423288
R1,1925,329491
R1,1883,335675
E,0,0
R1,1885,397402
A,2014,1682040
E,1899,0
E,0,0
R1,1890,327815
C,1910,1054620
C,1930,1115100
C,1925,452340
C,1950,593208
CL,0,73080
E,0,0
E,0,0
R1,1870,232866
E,0,0
R3,1885,342801
R2,1885,319116
RL,0,11633
RL,0,68015
R2,1890,290087
R2,1890,290086
R3,1899,364704
R3,1890,447706
R3,1890,366905
R2,1890,352128
R3,1900,347307
R1,1890,290820
R1,1890,285999
R1,1890,282541
R1,1890,288515
R3,1910,302453
R4,1910,541292
R1,1885,381262
A,1910,884512
A,1910,884512
A,1910,1468772
A,1910,1468772
R3,1890,478727
R3,1890,472963
R3,1925,358521
R3,1925,503250
R3,1925,442885
R3,1925,351499
R3,1925,443514
R3,1905,345107
R3,1890,453051
R3,1890,341229
R3,1890,405262
R1,1880,373193
R1,1994,169357
R1,1994,169357
R1,1994,169357
R3,1905,441732
EA,0,0
EA,0,0
EA,1995,0
EA,1995,0
EA,1995,0
EA,1995,0
C,1960,906696
C,1928,2259180
C,1910,1553580
CL,0,41580
E,0,0
E,0,0
E,0,0
E,0,0
R1,1890,288776
R1,1890,362608
R2,1890,312723
C,1930,1373400
R3,1890,451583
RL,0,22742
RL,0,23580
R1,1890,246490
R2,1920,322994
EA,1995,0
EA,1995,0
EA,0,0
R1,1890,300986
EA,1994,0
R1,1994,169357
R1,1994,146301
R1,1994,177846
R1,1994,147139
R1,1994,120730
EA,0,0
EA,0,0
EA,1995,0
EA,1995,0
EA,1995,0
EA,1995,0
EA,1995,0
EA,1995,0
EA,1995,0
EA,1994,0
R2,1885,286733
R1,1880,283484
R2,1880,284742
R1,1994,177846
R1,1994,132677
R1,1994,153532
R1,1994,177846
R1,1994,177846
R1,1994,177846
R1,1994,166422
R1,1994,177846
R1,1994,177846
R1,1994,177846
EA,0,0
EA,1994,0
EA,1994,0
EA,1994,0
EA,0,0
RC,1920,1277297
EA,1994,0
R3,1905,382520
EA,1994,0
R3,1905,349613
R3,1905,407672
R3,1905,413017
RC,1900,3326725
EA,1994,0
EA,1994,0
EA,1994,0
R1,1994,177846
E,0,0
R1,1885,413960
R3,1885,506918
R3,1935,780729
R3,1890,507966
R3,1890,462168
R2,1950,367115
R3,1885,408825
R3,1885,397821
CL,0,64260
CL,0,64260
RC,1920,979021
RL,0,5869
RL,0,17711
E,0,0
E,0,0
R1,1890,319850
R1,1890,331168
R1,1890,385245
R3,1890,488473
R3,1885,362923
R3,1885,425384
R4,1899,763992
R2,1885,367639
R2,1942,412808
R2,1928,437436
R3,1885,375394
R3,1895,523372
R1,1994,177846
EA,1994,0
R1,1994,177846
EA,1994,0
R3,1890,263048
R1,1890,244393
EA,0,0
EA,1994,0
EA,0,0
R1,1890,259694
CM,1999,0
CD,1988,211172
CD,1988,211172
CD,1988,169567
CD,1988,169566
CD,1988,211172
RL,0,14462
EA,1994,0
EA,1994,0
EA,1994,0
RL,0,22008
R2,1890,284323
EA,0,0
EA,1994,0
R4,1900,869840
R3,1925,501049
R3,1925,462902
R2,2017,119367
RL,0,20960
RL,0,108258
RL,0,96521
R1,1895,119787
RC,1920,869921
R3,1885,445295
RL,0,5974
R3,1885,411026
RL,0,16349
R3,1905,471495
R3,1890,347832
R3,1890,415008
R3,1890,453050
R3,1890,463426
RC,1890,607757
R2,1890,332321
R2,1890,333474
EA,0,0
RL,0,17082
RL,0,16558
R1,1900,216831
R1,1900,211172
CL,0,239148
C,0,642358
C,1940,608638
C,0,830317
CL,0,136080
CL,0,511308
R2,2004,272480
R1,1876,260218
CM,2002,0
CD,2002,216621
CD,2002,216621
CD,2002,222596
CD,2002,216622
R1,2004,201636
R1,2004,202683
R2,1920,391218
RL,0,109411
R3,1895,422239
R3,1895,531546
R3,1900,406100
R1,1885,304444
R2,1905,269546
R2,1890,345840
R2,1890,276986
R1,1899,333998
R2,1890,492204
R2,1885,323937
R4,1899,945296
R1,1885,255712
R3,1880,416580
R2,1885,280130
CL,0,74340
R1,1880,250891
R2,1885,224796
R1,1895,237896
RL,0,27353
R3,1895,358835
R3,1890,421820
EA,0,0
RL,0,26514
R2,1905,298261
R3,1885,404528
R3,1885,355063
R3,1890,443619
R2,1885,274681
R1,1885,281598
R2,1885,297108
R1,1890,268917
R3,1890,504612
R1,1880,270803
RL,0,9222
RL,0,8908
R1,1880,266926
R2,1890,269964
R1,1890,223014
RL,0,18340
RL,0,16034
R1,1880,400232
R1,1885,281073
RL,0,17082
R2,2013,413646
R2,1885,343116
R2,1890,482919
RL,0,29868
R3,1890,458395
EA,1998,0
EA,1998,0
R2,2001,380110
R2,2001,404843
EA,2000,0
R1,1880,242402
EA,0,0
EA,1998,0
EA,1998,0
EA,1998,0
R2,1880,482709
EA,1998,0
EA,1998,0
EA,1998,0
R2,1899,318907
RL,0,14462
EA,1998,0
CM,1885,0
CD,1885,259484
CD,1885,243031
CD,1885,257703
RL,0,69063
R3,1880,421401
R1,1880,240621
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
E,0,0
R3,1890,512053
RL,0,11738
E,0,0
EA,0,0
R3,1905,507756
EA,0,0
EA,1994,0
R1,1994,169357
R1,1994,157933
R1,1994,177846
R1,1994,169357
R1,1994,169357
R1,1994,169357
R1,1994,169357
R1,1994,169357
R1,1994,169357
R1,1994,169357
EA,1994,0
R4,1899,813248
R4,1899,813248
R4,1899,813248
R3,1890,407148
R3,1890,407882
CL,0,47124
CL,0,46872
RC,1900,833953
R4,1899,813248
CL,0,134064
CL,0,112896
CL,0,76104
CL,0,84672
CL,0,191520
C,1950,922320
EA,0,0
EA,1998,0
EA,1998,0
EA,2004,0
EA,1998,0
EA,1998,0
R2,1880,348460
R1,1980,310628
R1,1885,328548
RL,0,123035
R2,1885,449278
EA,1999,0
EA,0,0
R1,1885,267344
R1,1885,266506
RL,0,33012
C,1940,189000
C,1910,900900
RC,1910,915909
RL,0,49570
R2,1885,383149
R1,1885,306645
R1,1885,295851
R1,1885,370364
R2,1890,336723
EA,1998,0
EA,1998,0
EA,0,0
R1,2014,302244
R2,1890,338190
R1,1885,306226
RL,0,11738
R2,1885,345526
RL,0,19493
CL,0,55944
RC,1910,1651221
C,1899,1717380
CL,0,155232
E,1899,0
RC,1920,1257263
R3,1890,434501
RL,0,98512
R2,1885,408510
R1,1890,337876
R4,1899,646092
EA,1899,0
E,0,0
RL,0,20226
RL,0,19598
R3,2004,737478
R1,1890,254873
R3,1880,321736
R3,1880,331482
R2,1880,320269
R2,1880,283275
EA,1998,0
EA,1927,0
EA,1899,0
EA,1980,0
CM,1999,0
CD,1890,875080
CD,1890,522847
CD,1890,581850
CD,1890,1336724
A,1899,1103544
A,1899,914904
CM,1899,0
CD,1899,1377492
CD,1899,691156
CD,1899,683401
CD,1899,1931674
CP,,33536
CP,,33536
CM,1999,0
CD,1899,579335
CD,1899,948336
CD,1899,1493820
R4,1899,1915744
R4,1899,2027356
R4,1930,2212328
CM,1999,0
CD,1899,586566
CD,1899,1334524
CD,1899,612452
CD,1899,642319
CD,1899,745652
CM,1899,0
CD,1899,2311993
CD,1899,757180
CD,1899,1725323
CM,1999,0
CD,1900,1039721
CD,1900,545484
CD,1900,542655
CD,1900,648084
CM,1924,0
CD,1900,1579651
CD,1900,697864
CD,1900,719871
CD,1900,1721969
CM,1899,0
CD,1899,1608261
CD,1899,1482816
CD,1899,1782229
CM,1999,0
CD,1900,583526
CD,1900,978728
CD,1900,611298
CD,1900,1456720
CM,1899,0
CD,1899,1574620
CD,1899,746072
CD,1899,802873
CD,1899,1778876
CM,1999,0
CD,1899,1411761
CD,1899,924965
CD,1899,964056
CD,1899,906625
CD,1899,681410
EA,0,0
R2,1875,1750056
RC,1900,752614
CM,1999,0
CD,1900,939742
CD,1900,881578
CD,1900,680886
CD,1900,884093
CD,1900,572837
CD,1900,646407
CD,1900,785790
CD,1900,842068
CM,1999,0
CD,1881,318278
CD,1881,1159193
CD,1881,779922
CD,1881,744919
CD,1881,874975
CP,0,48208
CP,0,48208
CM,1899,0
CD,1899,2228258
CD,1899,850452
CD,1899,848776
CD,1899,2408514
CM,1900,0
CD,1900,1675752
CD,1900,1454205
CD,1900,1917421
CM,0,0
CD,2000,1791871
CD,2000,1567913
CD,2000,2088874
CM,1899,0
CC,0,1242360
CD,1899,595474
CD,1899,601762
CD,1899,681515
CD,1899,669777
R4,1899,1744396
RC,1900,2084379
EA,1980,0
R1,1890,1533015
R2,1875,1330541
R1,1890,1317965
R2,1890,1487846
E,1899,0
E,1899,0
E,1899,0
A,0,194495
E,0,0
A,1975,6581277
E,0,0
R4,1975,2360219
I,1960,2831724
RL,0,478351
RC,1975,15563309
A,1980,9787810
RC,1927,2217452
RC,1899,5359893
E,1980,0
EA,1980,0
EA,1980,0
E,0,0
E,1899,0
E,0,0
RC,1900,17369133
E,1899,0
R4,1975,1955459
EA,2000,0
RC,1927,992361
E,1899,0
RC,1920,536576
CM,1899,0
CD,1899,839238
CD,1899,538044
CD,1899,937541
RC,1920,504083
R3,1899,1684136
A,1975,11317483
A,1975,4951728
CM,1999,0
CC,0,2220120
CD,1989,413772
CD,1989,280026
CD,1989,667471
CD,1989,653114
CD,1989,736849
CD,1989,196290
CD,1989,345526
CD,1989,197024
CD,1989,354015
CD,1989,516035
CD,1989,703628
CD,1989,653114
CD,1989,316496
CD,1989,749949
CD,1989,143576
CD,1989,521904
CD,1989,140327
CD,1989,317440
CD,1989,154161
CD,1989,634460
CD,1989,282436
CD,1989,270174
CD,1989,294383
CD,1989,1086252
CD,1989,501468
CD,1989,297947
CD,1989,159191
RC,1920,1273386
EA,1922,0
EA,1980,0
EA,1980,0
EA,1980,0
EA,1980,0
EA,1920,0
EA,1920,0
EA,1920,0
EA,1920,0
CM,1899,0
CD,1899,1693778
CD,1899,490360
CD,1899,765879
CD,1899,864810
CD,1899,680362
CD,1899,926642
R4,1899,1563092
A,1899,2086568
CM,1999,0
CD,1900,863867
CD,1900,354329
CD,1900,403900
CD,1900,417838
CD,1900,393105
CD,1900,417838
CD,1900,383044
CD,1900,446972
CD,1900,397926
CM,1999,0
CD,1920,1689796
CD,1920,617063
CD,1920,685602
CD,1920,630268
CD,1920,676065
RC,1920,3343881
CM,1899,0
CM,1899,0
CD,1899,694510
CD,1899,1388810
CD,1899,812316
CD,1899,2141588
CD,1899,2031758
CD,1899,2366175
CD,1899,2031758
CD,1899,1470764
CD,1899,1462170
CD,1899,2152068
CD,1899,1821844
CD,1899,2660453
CP,,38776
CP,,36890
CP,,36890
CP,,36890
CP,,36890
CP,,36890
CM,1999,0
CD,1899,698073
CD,1899,663804
CD,1899,803607
CD,1899,609109
CD,1899,415113
CD,1899,1012473
CD,1899,757285
CD,1899,1242614
E,1899,0
A,1905,2996756
E,1899,0
CM,1999,0
CD,1890,644835
CD,1890,819222
CD,1890,831483
CD,1890,660345
CD,1890,516874
R1,1890,1971603
CM,1999,0
CD,1899,320898
CD,1899,531965
CD,1899,359254
CD,1899,600504
CD,1899,343640
CD,1899,496333
CD,1899,576610
CD,1899,496523
R2,1899,2298684
CM,1999,0
CD,1900,648608
CD,1900,804655
CD,1900,706876
CD,1900,731190
CD,1900,692100
EA,1920,0
EA,2000,0
EA,1920,0
EA,2000,0
E,0,0
E,1899,0
C,0,1212120
RC,1950,2225933
A,1899,1430520
RC,1899,2245515
CM,1900,0
CC,0,1315440
CD,2001,642215
CD,2001,429785
CD,2001,408406
CD,2001,442780
CD,2001,403061
A,1899,1892688
RC,1910,2641276
EA,2000,0
EA,2000,0
E,0,0
A,1910,5075464
CM,1999,0
CD,1850,1437123
CD,1850,555336
CD,1850,515930
CD,1850,586880
CD,1850,1650286
R4,1910,1412180
CM,1999,0
CD,1910,293335
CD,1910,460492
CD,1910,414484
CD,1910,599456
CD,1910,597675
CD,1910,503983
CD,1910,594950
CD,1910,411130
CD,1910,504298
CD,1910,534690
CD,1910,410502
CD,1910,761687
CD,1910,628800
CD,1910,399603
CD,1910,540664
CD,1910,737268
CD,1910,519704
CD,1910,455671
CD,1910,584680
CD,1910,831798
CD,1910,615071
CD,1910,720919
CD,1910,621255
CD,1910,470133
CD,1910,1058480
CD,1910,710544
CD,1910,612451
R4,1910,1764832
R4,1910,1937228
CM,1999,0
CD,1900,2654584
CD,1900,1654792
CD,1900,1821529
CM,1999,0
CD,1890,520961
CD,1890,768499
CD,1890,630896
CD,1890,655734
CD,1890,607107
CD,1890,691470
A,1900,882416
E,2000,0
E,0,0
R1,2000,2248694
R1,2000,2247227
CM,1999,0
CD,1985,475478
CD,1985,585623
CD,1985,574933
CD,1985,506918
CD,1985,525677
CM,1999,0
CD,1890,801196
CD,1890,634984
CD,1890,1092645
R1,1890,1123561
RL,0,8594
R1,1890,1062672
RL,0,8070
R1,1892,1161813
R1,1890,1260849
RL,0,15615
R1,1820,1309581
E,0,0
R1,2000,1975899
R1,2000,1913858
R1,2000,1742929
R1,2000,1708240
CM,2000,0
CC,0,13039740
CC,0,1833300
E,0,0
CD,2000,1040874
CD,2000,1096837
CD,2000,906625
CD,2000,935445
CD,2000,414170
CD,2000,1032280
CD,2000,414170
CD,2000,414170
CD,2000,899813
CD,2000,1075668
CD,2000,1138862
CD,2000,912599
CD,2000,906206
CD,2000,1027669
CD,2000,1075668
CD,2000,851396
CD,2000,915428
CD,2000,414170
CD,2000,1032280
CD,2000,455252
CD,2000,414170
CD,2000,894258
CD,2000,1075668
CD,2000,1117692
CD,2000,912599
CD,2000,906206
CD,2000,906835
CD,2000,1019285
CD,2000,877281
CD,2000,909664
CD,2000,702160
CD,2000,956196
CD,2000,641586
CD,2000,414170
CD,2000,891953
CD,2000,1007024
CD,2000,983129
CD,2000,950431
CD,2000,924650
CD,2000,2088350
CD,2000,2192102
CD,2000,2203316
CD,2000,2144313
CD,2000,2223332
CD,2000,2194512
CD,2000,2320796
CD,2000,2201010
CD,2000,2104594
R1,2000,1803818
R1,2000,1672608
R1,2000,1675228
R1,2000,1701428
RC,1900,1931424
CM,1999,0
CD,1850,939322
CD,1850,433453
CD,1850,893106
CM,1930,0
CD,1875,766193
CD,1875,502831
CD,1875,1040664
CM,1875,0
CD,1875,1390487
CD,1875,1307799
R4,1875,1641168
R1,1896,1659613
CM,1875,0
CD,1875,678790
CD,1875,1679840
R1,1850,1392897
R1,1850,1849720
E,0,0
A,1899,3245840
R1,1850,1736012
R1,1890,1521696
CM,1912,0
CD,1912,487949
CD,1912,491198
CD,1912,486377
CD,1912,490150
CD,1912,487425
CD,1912,489102
CD,1912,489626
CD,1912,487425
CD,1912,456509
CD,1912,450430
CC,0,166320
CC,0,196560
RC,1912,3189364
E,0,0
E,0,0
E,0,0
CM,1920,0
CD,1920,1028717
CD,1920,588662
CD,1920,1028298
CM,1999,0
CD,1900,532384
CD,1900,555021
CD,1900,548524
CD,1900,569693
CD,1900,565920
CD,1900,546218
CM,1999,0
CD,1857,1436389
CD,1851,609098
CD,1857,532908
CD,1851,551877
R4,1899,1983864
A,1899,1259696
R4,1899,1960284
CM,1899,0
CD,1899,1825616
CD,1899,658564
CD,1899,1397194
CM,1999,0
CD,1899,730037
CD,1899,965313
CD,1899,663699
CD,1899,612766
CD,1899,793231
CM,1899,0
CD,1899,919830
CD,1899,817545
CD,1899,793127
CD,1899,619892
CD,1899,620102
RL,0,27667
CM,1905,0
CD,1905,505346
CD,1905,1600506
RC,1905,548065
CM,2002,0
CD,2002,1074620
CD,2002,1241880
CM,2002,0
CD,2002,1418573
CD,2002,1461331
R4,1899,1736012
R4,1899,1666844
CM,1999,0
CD,1900,489311
CD,1900,586566
CD,1900,555336
CD,1900,993714
R2,1875,1809582
R1,1900,1654688
CM,1999,0
CD,1900,759800
CD,1900,524524
CD,1900,1091911
A,,436534
R4,,436534
CM,1899,0
CD,1899,1465104
CD,1899,552401
CD,1899,1092750
CM,1900,0
CD,1900,1935237
CD,1900,2439849
RC,1899,1369764
CM,1899,0
CD,1899,1723646
CD,1899,621988
CD,1899,1321948
CM,1899,0
CD,1899,1431359
CD,1899,483652
CD,1899,541816
CD,1899,610670
CM,1900,0
CD,1900,1593170
CD,1900,617272
CD,1900,1529766
CM,1999,0
CD,1900,925384
CD,1900,571055
CD,1900,561938
CD,1900,1383674
CM,1999,0
CD,1890,579880
CD,1890,455754
CD,1890,526211
CD,1890,584218
CD,1890,437771
CM,1899,0
CD,1899,1277198
CD,1899,549362
CD,1899,569902
CD,1899,597570
CM,1900,0
CD,1900,1369527
CD,1900,1257286
CD,1900,1626287
E,1920,0
CM,1899,0
CD,1899,1055127
CD,1899,885141
CD,1899,1175123
CD,1899,750682
CD,1899,751207
CD,1899,836199
CM,1899,0
CD,1899,1122482
CD,1899,392581
CD,1899,725112
CD,1899,753512
CD,1899,760010
CD,1899,931777
CM,1999,0
CD,1900,603229
CD,1900,543074
CD,1900,582164
CD,1900,671663
CD,1900,730561
CM,1899,0
CD,1899,1024106
CD,1899,397506
CD,1899,790926
CD,1899,751102
CD,1899,758123
CD,1899,942362
CM,1899,0
CD,1899,1093064
CD,1899,357997
CD,1899,760010
CD,1899,815659
CD,1899,741146
CD,1899,868059
CM,1900,0
CC,,594720
CD,1900,679209
CD,1900,685707
CD,1900,657410
CD,1900,788515
CM,1899,0
CD,1899,1088139
CD,1899,545694
CD,1899,635822
CD,1899,1313773
RC,1899,2451267
CM,1899,0
CD,1899,1409350
CD,1899,838400
CD,1899,850662
CD,1899,766926
CD,1899,939847
E,1920,0
RC,1899,4701275
CM,1875,0
CD,1875,1481768
CD,1875,2193255
CM,1999,0
CD,1880,1223016
CD,1850,1674914
R3,1890,1534482
CM,1899,0
CD,1900,997277
CD,1900,536157
CD,1900,1037101
R2,1890,1329466
R4,1899,1480824
R4,1899,1008700
R2,1850,2613188
CM,1999,0
CD,1850,1170197
CD,1850,1953368
R4,1910,1408512
R1,1850,1884514
CM,1875,0
CD,1875,952842
CD,1875,525362
CD,1975,1135299
CM,1999,0
CD,1899,883779
CD,1899,1757811
CD,1899,1486798
CD,1899,1922766
R4,1899,1939848
R4,1899,1651648
A,1899,595788
R4,1899,1623876
R2,1875,2133728
RC,1899,656659
E,1965,0
E,0,0
RC,1919,1866412
RC,1919,1866412
RC,1919,2229927
CM,1910,0
CD,1910,2335782
CD,1910,767450
CD,1910,889438
CP,,33536
CP,,33536
CM,1999,0
CD,1895,1708345
CD,1895,593587
CD,1895,1105116
E,0,0
CM,1999,0
CD,1910,1143368
CD,1910,503460
CD,1910,494028
CD,1910,764830
R3,1910,1739051
E,0,0
R1,1857,2303295
E,1899,0
E,1899,0
CM,1999,0
CD,1899,1062358
CD,1899,558794
CD,1899,570427
CD,1899,598618
CD,1899,776044
CM,1910,0
CD,2016,2101450
CD,2016,2222808
E,1920,0
E,1920,0
E,1899,0
CM,1899,0
CD,1899,4225117
CD,1899,2771332
CD,1899,2253200
CD,1899,1605012
CD,1899,3573890
CD,1899,3017716
CM,1899,0
CD,1899,2191473
CD,1899,893106
CD,1899,1757182
CM,1890,0
CD,1890,1742405
CD,1890,1978310
A,1900,1518028
R3,1870,1518343
CM,1999,0
CD,1905,1558272
CD,1905,543179
CD,1905,529974
CD,1905,627962
CM,1999,0
CD,1875,660136
CD,1875,650913
CD,1875,2025156
CM,1999,0
CD,1875,2161605
CD,1875,1063720
CM,1900,0
CD,1875,1520334
CD,1875,583422
CD,1875,1066550
R4,1910,1367449
RC,1899,975224
CM,1899,0
CD,1899,1152172
CD,1899,645568
CD,1899,1561940
CM,1890,0
CD,1890,1200799
CD,1890,2305294
CM,1899,0
CD,1899,583632
CD,1899,548314
CD,1899,630582
CD,1899,642005
CD,1899,782437
CD,1899,608469
CD,1899,548314
CD,1899,630582
CD,1899,613185
CD,1899,717461
CM,1999,0
CD,1900,583317
CD,1900,497276
CD,1900,540349
CD,1900,530708
CD,1900,1241252
CM,1999,0
CD,1890,932616
CD,1890,531441
CD,1890,589500
CD,1890,591806
CD,1895,596207
CM,1999,0
CD,1870,940895
CD,1870,778245
CD,1870,631944
CD,1870,646721
CD,1870,682039
R3,1870,1729095
CM,1900,0
CD,1899,1213165
CD,1899,613080
CD,1899,614233
CD,1899,1596942
R4,1899,2014256
R4,1899,1714004
CM,1899,0
CD,1899,1319537
CD,1899,1309686
CD,1899,1559110
R4,1899,2267872
R4,1950,2064036
A,,462317
A,,462317
CM,1899,0
CD,2015,2687994
CD,2015,1888133
CD,2015,2060578
CD,2015,2160628
CD,2015,2755096
CD,2015,2885234
CM,1899,0
CD,1899,693672
CD,1899,575038
CD,1899,1145045
R4,1899,1551040
R1,1870,2956056
R4,1899,2380218
CM,1999,0
CD,1900,349822
CD,1900,453784
CD,1900,303501
CD,1900,269336
CD,1900,325614
CD,1900,303291
CD,1900,606688
CM,1999,0
CD,1890,1970764
CD,1890,1182354
R2,1875,1939115
CM,1899,0
CD,2016,1707067
CD,2016,2909772
R4,1899,1388076
CM,1875,0
CD,1875,1241566
CD,1875,699121
CD,1875,1449489
R4,1899,1541084
CM,1875,0
CD,1875,2520650
CD,1875,1537836
R4,1899,1297424
R3,1870,1542656
R4,1899,1332532
R4,1899,1541608
R4,,442757
R4,1899,1388076
CM,1899,0
CD,1899,2121152
CD,1899,1303503
R4,1899,1332532
CM,1999,0
CD,1899,1559110
CD,1899,528821
CD,1899,714841
CM,1875,0
CD,1875,1568437
CD,1875,548523
CD,1875,682563
R1,1875,2116122
CM,1999,0
CD,1890,1033328
CD,1890,591072
CD,1890,638652
CD,1890,902119
CM,1900,0
CD,1900,2445718
CD,1900,680152
CD,1900,872670
CM,1899,0
CD,1899,1510483
CD,1899,736744
CD,1899,2179002
CM,1999,0
CD,1880,629010
CD,1880,980404
CD,1880,1469611
R4,,466762
R4,,466762
RL,0,30916
R1,1870,1664748
RL,0,30287
R4,1899,1332532
RL,0,30392
R4,1899,1665272
CM,1999,0
CD,1899,648084
CD,1899,486482
CD,1899,1113186
CM,1999,0
CD,1859,707924
CD,1859,486167
CD,1859,1144521
RL,0,29763
RL,0,24942
R3,1870,1705935
CM,1999,0
CD,1890,574828
CD,1890,1030813
CD,1890,553240
CD,1890,579649
CD,1890,671664
CM,1999,0
CD,1900,713584
CD,1900,549152
CD,1900,554078
CD,1900,553030
CD,1900,693148
CM,1899,0
CD,1899,854644
CD,1899,542236
CD,1899,600085
CD,1899,600085
CD,1899,666528
CM,1900,0
CD,1900,1248902
CD,1900,1219663
CD,1900,1478938
CM,1899,0
CD,1899,656048
CD,1899,812096
CD,1899,857055
CD,1899,928214
CD,1899,833160
CD,1899,514883
CD,1899,857684
CD,1899,1616854
CD,1899,1285163
CM,1875,0
CD,1875,1881370
CD,1875,749006
CD,1875,2151125
R3,1850,2050936
CM,1899,0
CD,1899,669672
CD,1899,1491304
CD,1899,1295642
CM,1910,0
CD,2016,984177
CD,2016,1708554
CD,2016,1722702
CM,1900,0
CD,1900,773634
CD,1900,840286
CD,1900,837248
CD,1900,977575
CM,1900,0
CD,2000,570846
CD,2000,622407
CD,2000,723644
CD,2000,583946
CD,2000,732133
CD,2000,583946
CD,2000,986378
CD,2000,976841
CD,2000,1376716
CM,1914,0
CD,1900,595160
CD,1900,611613
CD,1900,765355
CD,1900,605116
CD,1900,721129
CD,1900,605116
CD,1900,721129
CD,1900,605115
CD,1900,776359
CD,1900,605116
CM,1999,0
CD,1900,149382
CD,1900,530812
CD,1900,408301
CD,1900,310732
CD,1900,499896
CD,1900,520751
CD,1900,498010
CD,1900,519494
CD,1900,571160
CD,1900,589081
CM,1999,0
CD,1920,338714
CD,1920,678476
CD,1920,704780
CD,1920,689689
CD,1920,704780
CD,1920,826244
CM,1900,0
CC,0,1227240
CD,1899,684764
CD,1899,735382
CD,1899,658982
CD,1899,698073
CM,1999,0
CD,1920,426222
CD,1920,412598
CD,1920,420982
CD,1920,412074
CD,1920,421506
CD,1920,419095
CM,1999,0
CD,1900,575038
CD,1900,562567
CD,1900,707086
CD,1900,348775
CD,1900,705200
CM,1999,0
CD,1900,733076
CD,1900,442885
CD,1900,773844
CD,1900,515197
CD,1900,533956
CD,1900,605744
CD,1900,478936
CD,1900,595893
RC,1899,4917132
RC,1900,16818299
RC,1900,16818299
RC,1940,2045966
RC,1940,2097435
RC,1900,2307207
CM,1900,0
CD,1900,626494
CD,1900,626494
CD,1900,626494
CD,1900,784324
RC,1900,2242654
E,1900,0
RC,1990,14543855
CM,1999,0
CD,1899,628171
CD,1899,620416
CD,1899,656258
CD,1899,1564769
CM,1999,0
CD,1900,536367
CD,1900,738002
CD,1900,612976
CD,1900,631735
CD,1900,527459
R2,1860,2887660
CM,1899,0
CD,1899,1808115
CD,1899,572942
CD,1899,622617
CD,1899,578077
R4,1899,1237688
CM,2012,0
CD,2012,1147770
CD,2012,1916478
R4,1899,1048000
R4,1899,1048000
R1,1860,1601554
R3,1899,1202476
CM,2007,0
CD,2007,1240204
CD,2007,624713
CD,2007,1664539
CM,1860,0
CD,1860,854958
CD,1860,552506
CD,1860,980300
CM,1899,0
CD,1899,721024
CD,1899,501888
