LU,YR_BUILT,GROSS_TAX
CC,0,3248280
CC,0,691740
CC,0,658980
CC,0,338940
CC,0,338940
CC,0,288540
CC,0,1765260
CC,0,292320
CC,0,302400
CC,0,288540
CC,0,180180
CC,0,355320
CC,0,341460
CC,0,607320
CC,0,350280
CC,0,315000
CC,0,313740
CC,0,303660
CC,0,275940
CC,0,1666980
CC,0,1587600
CC,0,287280
CC,0,284760
CC,0,584640
CC,0,582120
CC,0,238140
CC,0,320040
CC,0,229320
CC,0,238140
CC,0,672840
CC,0,235620
CC,0,338940
CC,0,428400
CC,0,338940
CC,0,660240
CC,0,343980
CC,0,342720
CC,0,346500
CC,0,284760
CC,0,613620
CC,0,298620
CC,0,303660
CC,0,293580
CC,0,154980
CC,0,352800
CC,0,357840
CC,0,274680
CC,0,297360
CC,0,315000
CC,0,315000
CC,0,313740
CC,0,315000
CC,0,278460
CC,0,260820
CC,0,328860
CC,0,588420
CC,0,1150380
CC,0,167580
CC,0,531720
CC,0,280980
CC,0,288540
CC,0,287280
CC,0,288540
CC,0,287280
CC,0,311220
CC,0,512820
CC,0,238140
CC,0,1181880
CC,0,359100
CC,0,565740
CC,0,378000
CC,0,325080
CC,0,352800
CC,0,514080
CC,0,166320
CC,0,337680
CC,0,1033200
CC,0,669060
CC,0,253260
CC,0,288540
CC,0,292320
CC,0,291060
CC,0,175140
CC,0,698040
CC,0,296100
CC,0,322560
CC,0,609840
CC,0,309960
CC,0,313740
CC,0,289800
CC,0,294840
CC,0,3157560
CC,0,752220
CC,0,338940
CC,0,346500
CC,0,342720
CC,0,633780
CC,0,594720
CC,0,466200
CC,0,291060
CC,0,238140
CC,0,321300
CC,0,283500
CC,0,289800
CC,0,172620
CC,0,695520
CC,0,5111820
CC,0,309960
CC,0,2353680
CC,0,2654820
CC,0,1393560
E,0,0
E,0,0
E,0,0
E,0,0
CC,0,956340
CC,0,3948840
CC,0,5421780
CC,0,51660
CC,0,428400
CC,0,3486420
CC,0,12034260
CC,0,1771560
CC,0,2032380
CC,0,294840
CC,0,223020
CC,0,452340
CC,0,330120
CC,0,338940
CC,0,501480
CC,0,326340
CC,0,294840
CC,0,288540
CC,0,194040
CC,0,238140
CC,0,315000
CC,0,297360
CC,0,212940
CC,0,437220
CC,0,294840
CC,0,311220
CC,0,347760
CC,0,238140
CC,0,238140
CC,0,258300
CC,0,248220
CC,0,243180
CC,0,163800
CC,0,176400
CC,0,588420
CC,0,332640
CC,0,263340
CC,0,511560
CC,0,282240
CC,0,254520
CC,0,834120
CC,0,635040
CC,0,351540
CC,0,608580
CC,0,326340
CC,0,278460
CC,0,322560
CC,0,554400
CC,0,577080
CC,0,791280
CC,0,816480
CC,0,391860
CC,0,245700
CC,0,252000
CC,0,2269260
CC,0,279720
CC,0,291060
CC,0,931140
CC,0,303660
CC,0,468720
E,0,0
C,1945,19934460
C,1920,5871600
C,1899,15311520
C,1943,12768840
C,1920,8987580
C,1920,72935100
C,1925,42850080
RC,1925,16290816
C,1925,114486120
C,1899,5227740
C,1899,8032500
RC,,6341824
RC,,5086448
RC,1910,36568327
RC,,5508513
C,1899,11426940
CM,1899,0
CC,0,2186100
CD,1899,960178
CD,1899,960178
CD,1899,982920
CD,1899,982920
CD,1899,982920
CD,1899,982920
CD,1899,1164642
C,1899,10378620
C,1899,7583940
C,1899,7184520
C,1899,12170340
C,1899,8823780
RC,0,600632
E,1998,0
C,1910,23553180
C,1899,14672700
C,1899,2382267
C,1899,4445673
E,,0
C,1920,7551180
RC,1899,8529464
RC,1899,13519102
C,1899,10071180
C,1972,67577580
CM,1899,0
CC,1899,7989660
CD,1899,3073732
CD,1899,1763365
CD,1899,2274622
CD,1899,1780552
CD,1899,2967936
CD,1899,1867746
C,1899,13534920
C,1899,4571280
C,1920,3543120
RC,1899,22734559
CM,1900,0
CC,0,18718560
CD,1900,966466
CD,1900,665794
CD,1900,925280
CD,1900,488892
CD,1900,422449
CD,1900,422449
CD,1900,889490
CD,1900,569378
CD,1900,626390
CD,1900,622302
CD,1900,530288
CD,1900,972125
CD,1900,583422
CD,1900,678266
CD,1900,742927
CD,1900,365752
CD,1900,966780
CD,1900,566863
CD,1900,674598
CD,1900,624608
CD,1900,554392
CD,1900,567597
CD,1900,630582
CD,1900,624608
CD,1900,559318
CD,1900,930729
CD,1900,582164
CD,1900,664852
CD,1900,667786
CD,1900,546113
CD,1900,969714
CD,1900,570112
CD,1900,664852
CD,1900,693986
CD,1900,545170
CD,1900,985644
CD,1900,1387762
CD,1900,1294071
CD,1900,1123352
CD,1900,1182039
CD,1900,1607213
C,1899,10267740
C,1920,32715900
CM,1999,0
CC,0,6463800
CC,0,2434320
CC,0,2462040
CC,0,2926980
RC,1899,4699728
C,1899,5710320
E,1920,0
E,1899,0
EA,1926,0
E,1900,0
E,1899,0
RC,1924,19428020
C,1965,42926940
E,1910,0
C,0,1505700
RC,,4607194
RC,1899,5633292
RC,1899,9314749
RC,1899,16609602
E,1910,0
RC,1910,4725069
CM,1999,0
CC,0,2212560
CC,0,1010520
CD,1910,645464
CD,1910,785895
CD,1910,782122
CD,1910,973592
C,1915,124961760
CL,0,1201788
C,1899,3196620
C,1899,3410820
CL,0,890006
CL,0,872734
C,1899,8017380
C,1899,11226998
C,,6957322
E,1899,0
E,1925,0
C,2000,1908900
C,1899,6024060
C,,8749939
C,1915,8795561
E,1920,0
C,0,2357460
C,0,4541040
E,1899,0
C,1920,10074960
C,1928,19220494
C,0,1292306
E,2008,0
C,,4010580
CM,2000,0
CM,2000,0
CD,2000,1241252
CD,2000,1653220
CD,2000,799100
CD,2000,1125552
CD,2000,731504
CD,2000,1036787
CD,2000,1322052
CD,2000,1380216
CD,2000,1736012
CD,2000,862399
CD,2000,1090654
CD,2000,699855
CD,2000,1037835
CD,2000,1236116
CD,2000,1381369
CD,2000,1736641
CD,2000,798052
CD,2000,1091597
CD,2000,701112
CD,2000,1038882
CD,2000,1322052
CD,2000,1511111
CD,2000,1747540
CD,2000,798786
CD,2000,1158040
CD,2000,693252
CD,2000,1094846
CD,2000,1319223
CD,2000,1481348
CD,2000,1394364
CD,2000,799310
CD,2000,1159193
CD,2000,742194
CD,2000,1098304
CD,2000,1293022
CD,2000,1536682
CD,2000,1900443
CD,2000,800462
CD,2000,1103020
CD,2000,742927
CD,2000,1044437
CD,2000,1391640
CD,2000,1579965
CD,2000,1900338
CD,2000,800777
CD,2000,1111823
CD,2000,743451
CD,2000,1024525
CD,2000,1391640
CD,2000,1543180
CD,2000,1958608
CD,2000,801091
CD,2000,1092226
CD,2000,750892
CD,2000,1078497
CD,2000,1322052
CD,2000,2246388
CD,2000,3533437
CD,2000,1585414
CD,2000,2199857
CD,2000,2352760
CD,2000,3749116
CD,2000,1791556
CD,2000,2235908
CD,2000,2246388
CD,2000,3752050
CD,2000,1723646
CD,2000,2250790
CD,2000,2358419
CD,2000,3766198
CD,2000,1812097
CD,2000,2240205
CD,2000,2595477
CD,2000,4110570
CD,2000,1722598
CD,2000,2216520
CD,2000,2191997
CD,2000,3776782
CD,2000,1674390
CD,2000,2322159
CD,2000,2211804
CD,2000,3537000
CD,2000,1715157
CD,2000,2518973
CD,2000,2766511
CD,2000,3210810
CD,2000,1673761
CD,2000,2333687
CD,2000,2389440
CD,2000,4232662
CD,2000,1727000
CD,2000,2396043
CD,2000,2738634
CD,2000,4231300
CD,2000,1728362
CD,2000,2405475
CD,2000,2747332
CD,2000,3786948
CD,2000,1836410
CD,2000,2415221
CD,2000,2752467
CD,2000,3761796
CD,2000,1730982
CD,2000,2429684
CD,2000,2760852
CD,2000,3939327
CD,2000,1732240
CD,2000,2729726
CD,2000,2899607
CD,2000,3901390
CD,2000,1733602
CD,2000,2444880
CD,2000,2958819
CD,2000,3900237
CD,2000,1735069
CD,2000,2549365
CD,2000,2665693
CD,2000,3920987
CD,2000,1813145
CD,2000,2593066
CD,2000,3016039
CD,2000,3991727
CD,2000,1737794
CD,2000,2755716
CD,2000,3810948
CD,2000,4185608
CD,2000,1911342
CD,2000,2901388
CD,2000,6849204
CD,2000,3827191
CD,2000,6849204
CD,2000,3537000
CM,1920,0
CM,2000,0
CC,0,4523400
E,0,0
CM,2004,0
CD,2004,599561
CD,2004,575352
CD,2004,1282647
CD,2004,778874
CD,2004,714002
CD,2004,714736
CD,2004,935550
CD,2004,641481
CD,2004,758962
CD,2004,568959
CD,2004,559318
CD,2004,1215366
CD,2004,780131
CD,2004,870155
CD,2004,752883
CD,2004,876338
CD,2004,720081
CD,2004,758962
CD,2004,592225
CD,2004,565920
CD,2004,1293023
CD,2004,780131
CD,2004,893106
CD,2004,552925
CD,2004,970710
CD,2004,641481
CD,2004,734334
CD,2004,558584
CD,2004,584889
CD,2004,1346890
CD,2004,858941
CD,2004,831169
CD,2004,713793
CD,2004,1039721
CD,2004,641481
CD,2004,734334
CD,2004,592225
CD,2004,549257
CD,2004,1052297
CD,2004,857578
CD,2004,895726
CD,2004,730561
CD,2004,930205
CD,2004,641481
CD,2004,724797
CD,2004,599561
CD,2004,668624
CD,2004,1386923
CD,2004,857579
CD,2004,851186
CD,2004,689899
CD,2004,667890
CD,2004,995076
CD,2004,484805
CD,2004,686230
CD,2004,592225
CD,2004,670406
CD,2004,1311048
CD,2004,841963
CD,2004,985434
CD,2004,651437
CD,2004,840496
CD,2004,592225
EA,1899,0
E,2008,0
C,1910,27355860
C,0,5460840
E,1899,0
CM,1999,0
CC,0,464940
CC,0,1772820
CD,1989,707820
CD,1989,1027145
CD,1989,671034
CD,1989,485434
CD,1989,425069
CD,1989,458081
CD,1989,1438066
CD,1989,1038149
CD,1989,682143
CD,1989,551667
CD,1989,449068
CD,1989,474430
CD,1989,746596
CD,1989,674598
CD,1989,885455
CD,1989,682353
CD,1989,466884
CD,1989,430519
CD,1989,473382
CD,1989,633097
CD,1989,704570
CD,1989,886084
CD,1989,643577
CD,1989,570322
CD,1989,511843
CD,1989,540140
CD,1989,701112
CD,1989,621778
CD,1989,1038149
CD,1989,642948
CD,1989,569693
CD,1989,438798
CD,1989,471286
CD,1989,744814
CD,1989,636346
CD,1989,1005556
CD,1989,605325
CD,1989,494342
CD,1989,441837
CD,1989,538462
CD,1989,717146
CD,1989,655315
CD,1989,890486
CD,1989,675331
CD,1989,568750
CD,1989,440684
CD,1989,1058166
CD,1989,680152
CD,1989,816392
CD,1989,640748
CD,1989,622617
CD,1989,593902
CD,1989,1206039
CD,1989,730037
CD,1989,966571
CD,1989,582688
CD,1989,531755
CD,1989,603962
CD,1989,1287049
CD,1989,698911
CD,1989,985120
CD,1989,583317
CD,1989,532489
CD,1989,604487
CD,1989,1349405
CD,1989,700064
CD,1989,987006
CD,1989,632782
CD,1989,603544
CD,1989,605116
CD,1989,1177743
CD,1989,663908
CD,1989,900022
CD,1989,686964
CD,1989,620102
CD,1989,623979
CD,1989,1349824
CD,1989,1254246
CD,1989,1001993
CD,1989,1062358
CD,1989,1408512
CD,1989,1179314
CD,1989,1001993
CD,1989,1142739
CD,1989,1378959
CD,1989,1205096
CD,1989,1113395
CD,1989,1025364
CD,1989,1494343
CD,1989,1171454
CD,1989,1114339
CD,1989,1106269
CM,2003,0
CC,0,2194920
CC,0,1559880
CD,2003,1708030
CD,2003,1494343
CD,2003,857474
CD,2003,523686
CD,2003,1775522
CD,2003,1342698
CD,2003,1405787
CD,2003,1003146
CD,2003,469924
CD,2003,1778142
CD,2003,1345318
CD,2003,1405787
CD,2003,1005976
CD,2003,570531
CD,2003,1799207
CD,2003,1391325
CD,2003,1646618
CD,2003,1005976
CD,2003,572104
CD,2003,1810525
CD,2003,1389963
CD,2003,1646618
CD,2003,1005976
CD,2003,699016
CD,2003,1551564
CD,2003,1391325
CD,2003,1646618
CD,2003,1005975
CD,2003,699016
CD,2003,1790404
CD,2003,1345318
CD,2003,1646618
CD,2003,1005976
CD,2003,699016
CD,2003,1800884
CD,2003,1338716
CD,2003,2430417
CD,2003,1826350
CD,2003,1384723
CD,2003,2430417
CD,2003,1646618
CD,2003,1384722
CD,2003,2430417
CD,2003,1827188
CD,2003,1384722
CD,2003,2430417
CD,2003,2413125
CD,2003,1384723
CD,2003,2430417
CD,2003,2413125
CD,2003,1841965
CD,2003,2436914
CD,2003,2316918
CD,2003,1383360
CD,2003,2405580
CD,2003,2413125
CD,2003,1384722
CD,2003,2311784
CD,2003,4933565
CD,2003,3568650
CD,2003,3981457
CM,1999,0
CC,0,12983040
CD,1968,681619
CD,1968,603124
CD,1968,582898
CD,1968,588871
CD,1968,968143
CD,1968,880634
CD,1968,550724
CD,1968,568959
CD,1968,561623
CD,1968,520437
CD,1968,568959
CD,1968,561623
CD,1968,874242
CD,1968,711488
CD,1968,589920
CD,1968,518970
CD,1968,542654
CD,1968,588557
CD,1968,988893
CD,1968,812095
CD,1968,501258
CD,1968,508385
CD,1968,536576
CD,1968,543808
CD,1968,508594
CD,1968,501258
CD,1968,650599
CD,1968,1177009
CD,1968,545275
CD,1968,564348
CD,1968,568016
CD,1968,544855
CD,1968,602915
CD,1968,559003
CD,1968,623456
CD,1968,624084
CD,1968,988788
CD,1968,865020
CD,1968,534270
CD,1968,567702
CD,1968,525677
CD,1968,543598
CD,1968,562357
CD,1968,539616
CD,1968,868268
CD,1968,927690
CD,1968,614442
CD,1968,531965
CD,1968,538253
CD,1968,564243
CD,1968,646407
CD,1968,557955
CD,1968,542864
CD,1968,550096
CD,1968,963846
CD,1968,798681
CD,1968,500944
CD,1968,507861
CD,1968,509014
CD,1968,534271
CD,1968,507861
CD,1968,539510
CD,1968,956824
CD,1968,918886
CD,1968,554287
CD,1968,554288
CD,1968,547580
CD,1968,624608
CD,1968,602600
CD,1968,533013
CD,1968,573361
CD,1968,540454
CD,1968,1110880
CD,1968,967199
CD,1968,595159
CD,1968,607840
CD,1968,630372
CD,1968,597674
CD,1968,613185
CD,1968,577658
CD,1968,971496
CD,1968,1038987
CD,1968,550200
CD,1968,550200
CD,1968,568855
CD,1968,582898
CD,1968,608259
CD,1968,603648
CD,1968,566549
CD,1968,514044
CD,1968,996019
CD,1968,978728
CD,1968,534166
CD,1968,581326
CD,1968,574724
CD,1968,616539
CD,1968,369001
CD,1968,552716
CD,1968,972544
CD,1968,1038464
CD,1968,582898
CD,1968,549990
CD,1968,551353
CD,1968,582478
CD,1968,593692
CD,1968,574619
CD,1968,624294
CD,1968,354748
CD,1968,1108470
CD,1968,913437
CD,1968,1070846
CD,1968,636556
CD,1968,625237
CD,1968,581116
CD,1968,587194
CD,1968,936493
CD,1968,1038987
CD,1968,549676
CD,1968,538044
CD,1968,551038
CD,1968,570741
CD,1968,619892
CD,1968,572732
CD,1968,575038
CD,1968,577868
CD,1968,1036263
CD,1968,918887
CD,1968,551562
CD,1968,621988
CD,1968,587509
CD,1968,597465
CD,1968,581011
CD,1968,528192
CD,1968,924965
CD,1968,1039826
CD,1968,575038
CD,1968,575038
CD,1968,572732
CD,1968,524629
CD,1968,617482
CD,1968,588662
CD,1968,567911
CD,1968,599142
CD,1968,1054917
CD,1968,920668
CD,1968,534270
CD,1968,594740
CD,1968,569483
CD,1968,616119
CD,1968,558374
CD,1968,534270
CD,1968,928214
CD,1968,1077135
CD,1968,589605
CD,1968,589605
CD,1968,572627
CD,1968,631210
CD,1968,605640
CD,1968,556279
CD,1968,553973
CD,1968,810419
CD,1968,947602
CD,1968,685602
CD,1968,518655
CD,1968,580697
CD,1968,594216
CD,1968,434920
CD,1968,580697
CD,1968,551772
CD,1968,676589
CD,1968,1001783
CD,1968,858941
CD,1968,620206
CD,1968,572627
CD,1968,589815
CD,1968,652066
CD,1968,642529
CD,1968,557117
CD,1968,593587
CD,1968,1390068
CD,1968,725426
CD,1968,533956
CD,1968,580592
CD,1968,607106
CD,1968,724378
CD,1968,580592
CD,1968,565920
CD,1968,726054
CD,1968,963217
CD,1968,822994
CD,1968,557117
CD,1968,571055
CD,1968,589919
CD,1968,616643
CD,1968,481661
CD,1968,565501
CD,1968,560890
CD,1968,1510273
CD,1968,699121
CD,1968,551248
CD,1968,580383
CD,1968,634250
CD,1968,605954
CD,1968,570846
CD,1968,542235
CD,1968,694300
CD,1968,999164
CD,1968,890696
CD,1968,594950
CD,1968,570846
CD,1968,590024
CD,1968,616958
CD,1968,632363
CD,1968,557850
CD,1968,553239
CD,1968,1349614
CD,1968,680781
CD,1968,523686
CD,1968,573361
CD,1968,612661
CD,1968,608574
CD,1968,570846
CD,1968,578496
CD,1968,822261
CD,1968,1109623
CD,1968,858103
CD,1968,557850
CD,1968,578391
CD,1968,590653
CD,1968,657830
CD,1968,575457
CD,1968,686545
CD,1968,833684
CD,1968,1011320
CD,1968,692414
CD,1968,620521
CD,1968,573361
CD,1968,579544
CD,1968,617062
CD,1968,573361
CD,1968,542026
CD,1968,746176
CD,1968,969190
CD,1968,828758
CD,1968,573780
CD,1968,575457
CD,1968,682982
CD,1968,662336
CD,1968,575562
CD,1968,562252
CD,1968,835885
CD,1968,1153429
CD,1968,695034
CD,1968,544436
CD,1968,573361
CD,1968,582793
CD,1968,608574
CD,1968,573361
CD,1968,584155
CD,1968,702998
CD,1968,1049782
CD,1968,835990
CD,1968,566234
CD,1968,575562
CD,1968,645568
CD,1968,618110
CD,1968,528402
CD,1968,573990
CD,1968,834732
CD,1968,1035738
CD,1968,702894
CD,1968,547161
CD,1968,608364
CD,1968,579649
CD,1968,689060
CD,1968,576086
CD,1968,600085
CD,1968,703208
CD,1968,990989
CD,1968,829911
CD,1968,573990
CD,1968,575143
CD,1968,599142
CD,1968,626809
CD,1968,575457
CD,1968,566339
CD,1968,840811
CD,1968,997696
CD,1968,752045
CD,1968,518446
CD,1968,608154
CD,1968,618844
CD,1968,648607
CD,1968,494132
CD,1968,558794
CD,1968,686964
CD,1968,1014674
CD,1968,826767
CD,1968,566339
CD,1968,575457
CD,1968,645464
CD,1968,676170
CD,1968,559632
CD,1968,567597
CD,1968,644625
CD,1968,1332742
CD,1968,702580
CD,1968,544331
CD,1968,573256
CD,1968,579544
CD,1968,608364
CD,1968,573256
CD,1968,583736
CD,1968,738002
CD,1968,1011215
CD,1968,823309
CD,1968,562252
CD,1968,575352
CD,1968,651332
CD,1968,626809
CD,1968,575352
CD,1968,559842
CD,1968,901071
CD,1968,944562
CD,1968,686860
CD,1968,583841
CD,1968,586566
CD,1968,619054
CD,1968,608364
CD,1968,560261
CD,1968,544436
CD,1968,722282
CD,1968,1358523
CD,1968,562357
CD,1968,618320
CD,1968,575352
CD,1968,595264
CD,1968,622827
CD,1968,559842
CD,1968,671559
CD,1968,892582
CD,1968,971601
CD,1968,686964
CD,1968,538044
CD,1968,657934
CD,1968,579125
CD,1968,608364
CD,1968,560156
CD,1968,538043
CD,1968,692518
CD,1968,1010063
CD,1968,828654
CD,1968,580278
CD,1968,563405
CD,1968,651122
CD,1968,626809
CD,1968,592434
CD,1968,562566
CD,1968,919935
CD,1968,995286
CD,1968,687069
CD,1968,543493
CD,1968,578182
CD,1968,578811
CD,1968,537310
CD,1968,578182
CD,1968,543493
CD,1968,755608
CD,1968,1009748
CD,1968,601238
CD,1968,599142
CD,1968,563510
CD,1968,599246
CC,0,5780880
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,51771
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,51771
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
CP,,78181
E,,0
CP,,78181
CP,,78181
E,1908,0
C,0,1013040
C,1907,11831400
CM,2001,0
CM,2000,0
CD,2000,1735907
CD,2000,2943832
CD,2000,1531548
CD,2000,2524318
CD,2000,901018
CD,2000,2129326
CD,2000,2125658
CD,2000,1248168
CD,2000,3358212
CD,2000,1965524
CD,2000,3008598
CD,2000,794908
CD,2000,2009435
CD,2000,1849406
CD,2000,925384
CD,2000,1311992
CD,2000,3358212
CD,2000,1963218
CD,2000,3834946
CD,2000,989731
CD,2000,1399918
CD,2000,2125659
CD,2000,925489
CD,2000,1246491
CD,2000,3358211
CD,2000,1970869
CD,2000,4729310
CD,2000,1018446
CD,2000,1280027
CD,2000,2125659
CD,2000,952527
CD,2000,1149656
CD,2000,3272537
CD,2000,1862820
CD,2000,4983869
CD,2000,963112
CD,2000,1372146
CD,2000,2182565
CD,2000,913856
CD,2000,1234649
CD,2000,3465003
CD,2000,2051041
CD,2000,5219564
CD,2000,978413
CD,2000,1423184
CD,2000,1792080
CD,2000,914170
CD,2000,1284429
CD,2000,3613294
CD,2000,2127860
CD,2000,5054294
CD,2000,978622
CD,2000,1419831
CD,2000,2125658
CD,2000,914485
CD,2000,1238108
CD,2000,3620840
CD,2000,1970240
CD,2000,4716000
CD,2000,978623
E,2000,0
CD,2000,2193778
CD,1999,914799
CD,1999,1240204
CD,1999,3503464
CD,1999,2285374
CD,1999,5084162
CD,1999,978832
CD,1999,1477052
CD,1999,1872252
CD,1999,910188
CD,1999,1243242
CD,1999,3696716
